time,latitude,longitude,700,850,1700,1900
1186,41.87158309,-87.64948046,78.68801,106.7888,100.3647,110.3937
1187,41.87158309,-87.64948046,77.00051,100.7185,96.52097,104.0891
1188,41.87158309,-87.64948046,76.75051,100.6169,103.3882,102.1984
1189,41.87158309,-87.64948046,78.16457,95.80443,100.8335,96.9875
1190,41.87158309,-87.64948046,79.59426,93.82005,91.01316,101.0812
1191,41.87158309,-87.64948046,76.45364,95.78099,105.6069,95.89375
1192,41.87158309,-87.64948046,78.40676,94.33568,99.02097,99.04218
1193,41.87158309,-87.64948046,77.93801,107.2185,87.39597,89.41718
1194,41.87158309,-87.64948046,77.00832,97.75755,90.61472,100.8781
1195,41.87158309,-87.64948046,77.40676,92.14818,104.4116,91.97968
1196,41.87158309,-87.64948046,80.08645,98.32005,100.7163,98.15156
1197,41.87158309,-87.64948046,77.6177,96.31224,90.7241,91.94062
1198,41.87158309,-87.64948046,76.45364,110.2419,103.8178,91.9875
1199,41.87158309,-87.64948046,79.71145,99.82787,97.90379,105.0578
1200,41.87158309,-87.64948046,78.72707,93.24193,96.13035,93.8
1201,41.87158309,-87.64948046,77.54739,96.14818,106.5757,96.24531
1202,41.87158309,-87.64948046,79.23489,93.01537,98.34129,108.1672
1203,41.87158309,-87.64948046,76.95364,95.87474,85.42722,94.82343
1204,41.87158309,-87.64948046,75.90676,94.98412,101.2553,91.4875
1205,41.87158309,-87.64948046,76.95364,87.65599,99.68504,97.05
1206,41.87158309,-87.64948046,77.57082,95.69505,90.2866,93.05
1207,41.87158309,-87.64948046,78.18801,96.64818,94.02879,86.3
1208,41.87158309,-87.64948046,78.60989,95.06224,93.40379,104.3469
1209,41.87158309,-87.64948046,80.71145,91.4138,103.3882,96.05781
1210,41.87158309,-87.64948046,77.25832,89.40599,97.81004,95.44843
1211,41.87158309,-87.64948046,78.28957,99.48412,89.41941,93.53437
1212,41.87158309,-87.64948046,77.96145,110.6326,102.1303,99.66718
1213,41.87158309,-87.64948046,79.53957,94.12474,109.9975,94.45625
1214,41.87158309,-87.64948046,78.56301,89.75755,97.12254,95.97968
1215,41.87158309,-87.64948046,82.43801,92.54662,90.21629,86.44062
1216,41.87158309,-87.64948046,77.8052,98.07005,89.14597,119.8469
1217,41.87158309,-87.64948046,80.47707,91.96849,100.2007,104.0812
1218,41.87158309,-87.64948046,79.60989,87.7263,100.8335,107.675
1219,41.87158309,-87.64948046,77.6177,94.46068,91.98191,95.40937
1220,41.87158309,-87.64948046,76.57082,96.57005,92.40379,104.8469
1221,41.87158309,-87.64948046,77.75051,101.7341,94.52097,100.1594
1222,41.87158309,-87.64948046,77.51614,91.54662,101.5835,101.3156
1223,41.87158309,-87.64948046,75.52395,99.78099,100.6147,93.12812
1224,41.87158309,-87.64948046,79.07864,95.1013,100.0913,96.19062
1225,41.87158309,-87.64948046,76.75832,98.24974,89.1616,93.02656
1226,41.87158309,-87.64948046,77.1177,93.24193,90.10691,92.24531
1227,41.87158309,-87.64948046,77.59426,103.1091,100.6225,92.425
1228,41.87158309,-87.64948046,77.17239,97.26537,93.9116,97.94062
1229,41.87158309,-87.64948046,76.6802,98.73412,94.10691,93.74531
1230,41.87158309,-87.64948046,77.40676,98.81224,99.75535,98.15156
1231,41.87158309,-87.64948046,78.16457,102.4919,96.02879,94.51875
1232,41.87158309,-87.64948046,77.0552,92.06224,89.20847,102.175
1233,41.87158309,-87.64948046,76.35207,99.21068,92.67722,94.19843
1234,41.87158309,-87.64948046,77.92239,90.59349,104.8413,95.54218
1235,41.87158309,-87.64948046,77.23489,98.4138,91.16941,97.05
1236,41.87158309,-87.64948046,77.60989,92.49974,91.21629,90.51093
1237,41.87158309,-87.64948046,76.97707,91.9138,97.61472,104.1125
1238,41.87158309,-87.64948046,81.03176,96.4763,99.42722,101.2453
1239,41.87158309,-87.64948046,80.1802,91.59349,89.68504,97.08125
1240,41.87158309,-87.64948046,81.20364,92.68724,96.77879,91.10468
1241,41.87158309,-87.64948046,78.85207,95.08568,93.94285,89.83906
1242,41.87158309,-87.64948046,79.9927,97.01537,100.021,105.7687
1243,41.87158309,-87.64948046,77.70364,89.37474,99.24754,94.12031
1244,41.87158309,-87.64948046,77.0552,90.37474,91.29441,95.28437
1245,41.87158309,-87.64948046,75.6802,95.55443,97.98972,97.91718
1246,41.87158309,-87.64948046,79.23489,97.31224,90.2866,100.5656
1247,41.87158309,-87.64948046,77.17239,94.29662,104.2319,94.22187
1248,41.87158309,-87.64948046,77.4927,114.9372,92.40379,99.68281
1249,41.87158309,-87.64948046,77.07864,91.57005,86.73191,85.37812
1250,41.87158309,-87.64948046,70.98489,92.24193,95.12254,102.4328
1251,41.87158309,-87.64948046,80.08645,90.24193,97.71629,86.675
1252,41.87158309,-87.64948046,85.5552,97.09349,90.25535,89.14375
1253,41.87158309,-87.64948046,83.98489,92.48412,91.6616,93.89375
1254,41.87158309,-87.64948046,80.53957,108.5232,87.3491,93.05
1255,41.87158309,-87.64948046,75.75051,92.39037,91.4741,91.58125
1256,41.87158309,-87.64948046,79.17239,95.07787,89.25535,90.9875
1257,41.87158309,-87.64948046,79.64114,94.52318,102.5288,100.2062
1258,41.87158309,-87.64948046,83.53176,94.40599,95.57566,99.94843
1259,41.87158309,-87.64948046,80.98489,92.34349,97.48191,93.65156
1260,41.87158309,-87.64948046,78.6177,94.82787,97.2866,98.31562
1261,41.87158309,-87.64948046,79.25832,94.87474,91.56785,91.22968
1262,41.87158309,-87.64948046,78.4927,93.57787,115.0991,100.1359
